id,received_adjusted,nsb,temperature,device_code,full_moon
148747373,2023-01-06 00:00:08,16.14,28.6,ISTC,No
148747406,2023-01-06 00:00:38,16.29,28.6,ISTC,No
148747438,2023-01-06 00:01:08,16.28,28.6,ISTC,No
148747470,2023-01-06 00:01:38,16.13,28.6,ISTC,No
148747502,2023-01-06 00:02:08,16.08,28.6,ISTC,No
148747534,2023-01-06 00:02:38,16.15,28.6,ISTC,No
148747567,2023-01-06 00:03:08,16.04,28.6,ISTC,No
148747598,2023-01-06 00:03:38,15.71,28.6,ISTC,No
148747630,2023-01-06 00:04:08,16.2,28.6,ISTC,No
148747662,2023-01-06 00:04:38,16.35,28.6,ISTC,No
148747694,2023-01-06 00:05:08,15.48,28.6,ISTC,No
148747725,2023-01-06 00:05:38,14.23,28.6,ISTC,No
148747757,2023-01-06 00:06:08,14.11,28.6,ISTC,No
148747791,2023-01-06 00:06:38,14.17,28.6,ISTC,No
148747823,2023-01-06 00:07:08,14.53,28.6,ISTC,No
148747854,2023-01-06 00:07:38,14.1,28.6,ISTC,No
148747887,2023-01-06 00:08:08,14.57,28.6,ISTC,No
148747919,2023-01-06 00:08:38,15.16,28.6,ISTC,No
148747951,2023-01-06 00:09:08,14.97,28.6,ISTC,No
148747982,2023-01-06 00:09:38,15.28,28.6,ISTC,No
148748014,2023-01-06 00:10:08,14.53,28.6,ISTC,No
148748046,2023-01-06 00:10:38,14.17,28.6,ISTC,No
148748078,2023-01-06 00:11:08,14.18,28.6,ISTC,No
148748110,2023-01-06 00:11:38,14.22,28.6,ISTC,No
148748142,2023-01-06 00:12:08,14.3,28.6,ISTC,No
148748175,2023-01-06 00:12:38,14.26,29.0,ISTC,No
148748208,2023-01-06 00:13:08,14.27,28.6,ISTC,No
148748240,2023-01-06 00:13:38,14.29,28.6,ISTC,No
148748272,2023-01-06 00:14:08,14.29,28.6,ISTC,No
148748304,2023-01-06 00:14:38,14.3,28.6,ISTC,No
148748337,2023-01-06 00:15:08,14.37,29.0,ISTC,No
148748368,2023-01-06 00:15:38,14.33,29.0,ISTC,No
148748400,2023-01-06 00:16:08,14.52,28.6,ISTC,No
148748433,2023-01-06 00:16:38,14.37,28.6,ISTC,No
148748465,2023-01-06 00:17:08,14.37,28.6,ISTC,No
148748496,2023-01-06 00:17:38,14.36,28.6,ISTC,No
148748528,2023-01-06 00:18:08,14.39,28.6,ISTC,No
148748561,2023-01-06 00:18:38,14.46,28.6,ISTC,No
148748593,2023-01-06 00:19:08,14.44,28.6,ISTC,No
148748624,2023-01-06 00:19:38,14.53,28.6,ISTC,No
148748656,2023-01-06 00:20:08,14.47,28.6,ISTC,No
148748688,2023-01-06 00:20:38,14.46,28.6,ISTC,No
148748719,2023-01-06 00:21:08,14.47,28.6,ISTC,No
148748752,2023-01-06 00:21:38,14.46,28.6,ISTC,No
148748786,2023-01-06 00:22:08,14.46,28.6,ISTC,No
148748818,2023-01-06 00:22:38,14.45,28.6,ISTC,No
148748851,2023-01-06 00:23:08,14.47,28.6,ISTC,No
148748882,2023-01-06 00:23:38,14.44,28.6,ISTC,No
148748914,2023-01-06 00:24:08,14.44,28.6,ISTC,No
148748946,2023-01-06 00:24:38,14.42,28.6,ISTC,No
148748978,2023-01-06 00:25:08,14.46,28.6,ISTC,No
148749009,2023-01-06 00:25:38,14.87,28.6,ISTC,No
148749041,2023-01-06 00:26:08,15.17,28.6,ISTC,No
148749074,2023-01-06 00:26:38,15.9,28.6,ISTC,No
148749106,2023-01-06 00:27:08,16.16,28.6,ISTC,No
148749137,2023-01-06 00:27:38,16.13,28.6,ISTC,No
148749170,2023-01-06 00:28:08,15.78,28.6,ISTC,No
148749202,2023-01-06 00:28:38,15.73,28.6,ISTC,No
148749236,2023-01-06 00:29:08,15.96,28.6,ISTC,No
148749267,2023-01-06 00:29:38,15.1,28.6,ISTC,No
148749299,2023-01-06 00:30:08,15.05,28.3,ISTC,No
148749331,2023-01-06 00:30:38,15.75,28.3,ISTC,No
148749363,2023-01-06 00:31:08,14.84,28.3,ISTC,No
