id,received_adjusted,nsb,temperature,device_code,full_moon
148838076,2023-01-07 00:00:08,13.84,26.4,ISTC,Yes
148838110,2023-01-07 00:00:38,15.08,26.4,ISTC,Yes
148838141,2023-01-07 00:01:08,14.7,26.4,ISTC,Yes
148838174,2023-01-07 00:01:38,13.59,26.4,ISTC,Yes
148838205,2023-01-07 00:02:08,13.68,26.4,ISTC,Yes
148838240,2023-01-07 00:02:38,13.62,26.4,ISTC,Yes
148838272,2023-01-07 00:03:08,13.69,26.4,ISTC,Yes
148838304,2023-01-07 00:03:38,13.96,26.4,ISTC,Yes
148838335,2023-01-07 00:04:08,13.73,26.1,ISTC,Yes
148838368,2023-01-07 00:04:38,13.69,26.1,ISTC,Yes
148838400,2023-01-07 00:05:08,13.66,26.1,ISTC,Yes
148838432,2023-01-07 00:05:38,13.92,26.1,ISTC,Yes
148838463,2023-01-07 00:06:08,13.62,26.1,ISTC,Yes
148838497,2023-01-07 00:06:38,13.62,26.1,ISTC,Yes
148838528,2023-01-07 00:07:08,13.61,26.1,ISTC,Yes
148838559,2023-01-07 00:07:38,14.25,26.1,ISTC,Yes
148838593,2023-01-07 00:08:08,13.66,26.1,ISTC,Yes
148838626,2023-01-07 00:08:38,13.69,26.1,ISTC,Yes
148838657,2023-01-07 00:09:08,13.62,26.1,ISTC,Yes
148838690,2023-01-07 00:09:38,13.59,26.1,ISTC,Yes
148838720,2023-01-07 00:10:08,13.58,26.1,ISTC,Yes
148838754,2023-01-07 00:10:38,13.73,26.1,ISTC,Yes
148838785,2023-01-07 00:11:08,13.65,26.1,ISTC,Yes
148838818,2023-01-07 00:11:38,14.53,26.1,ISTC,Yes
148838849,2023-01-07 00:12:08,14.43,26.1,ISTC,Yes
148838882,2023-01-07 00:12:38,14.59,26.1,ISTC,Yes
148838914,2023-01-07 00:13:08,13.57,25.7,ISTC,Yes
148838946,2023-01-07 00:13:38,13.52,26.1,ISTC,Yes
148838977,2023-01-07 00:14:08,13.54,26.1,ISTC,Yes
148839010,2023-01-07 00:14:38,13.55,25.7,ISTC,Yes
148839041,2023-01-07 00:15:08,13.59,26.1,ISTC,Yes
148839073,2023-01-07 00:15:38,13.54,25.7,ISTC,Yes
148839104,2023-01-07 00:16:08,13.7,26.1,ISTC,Yes
148839138,2023-01-07 00:16:38,13.53,26.1,ISTC,Yes
148839169,2023-01-07 00:17:08,13.58,25.7,ISTC,Yes
148839199,2023-01-07 00:17:38,13.83,26.1,ISTC,Yes
148839231,2023-01-07 00:18:08,13.79,25.7,ISTC,Yes
148839264,2023-01-07 00:18:38,13.96,25.7,ISTC,Yes
148839297,2023-01-07 00:19:08,13.95,25.7,ISTC,Yes
148839329,2023-01-07 00:19:38,14.31,25.7,ISTC,Yes
148839360,2023-01-07 00:20:08,14.36,25.7,ISTC,Yes
148839394,2023-01-07 00:20:38,14.21,25.7,ISTC,Yes
148839425,2023-01-07 00:21:08,14.26,25.7,ISTC,Yes
148839458,2023-01-07 00:21:38,14.15,25.7,ISTC,Yes
148839489,2023-01-07 00:22:08,13.55,25.7,ISTC,Yes
148839522,2023-01-07 00:22:38,13.56,25.7,ISTC,Yes
148839554,2023-01-07 00:23:08,13.75,25.4,ISTC,Yes
148839587,2023-01-07 00:23:38,13.66,25.7,ISTC,Yes
148839618,2023-01-07 00:24:08,13.79,25.4,ISTC,Yes
148839650,2023-01-07 00:24:38,13.71,25.4,ISTC,Yes
148839682,2023-01-07 00:25:08,13.73,25.7,ISTC,Yes
148839715,2023-01-07 00:25:38,13.83,25.7,ISTC,Yes
148839747,2023-01-07 00:26:08,13.94,25.7,ISTC,Yes
148839781,2023-01-07 00:26:38,13.76,25.7,ISTC,Yes
148839812,2023-01-07 00:27:08,13.8,25.7,ISTC,Yes
148839843,2023-01-07 00:27:38,13.54,25.7,ISTC,Yes
148839875,2023-01-07 00:28:08,13.88,25.7,ISTC,Yes
148839908,2023-01-07 00:28:38,13.81,25.7,ISTC,Yes
148839939,2023-01-07 00:29:08,13.97,25.7,ISTC,Yes
148839971,2023-01-07 00:29:38,13.66,25.4,ISTC,Yes
148840001,2023-01-07 00:30:08,13.67,25.4,ISTC,Yes
148840035,2023-01-07 00:30:38,13.57,25.4,ISTC,Yes
148840065,2023-01-07 00:31:08,13.58,25.4,ISTC,Yes
148840100,2023-01-07 00:31:38,13.58,25.4,ISTC,Yes
148840131,2023-01-07 00:32:08,13.58,25.4,ISTC,Yes
148840163,2023-01-07 00:32:38,13.59,25.4,ISTC,Yes
148840196,2023-01-07 00:33:08,13.59,25.4,ISTC,Yes
148840228,2023-01-07 00:33:38,13.61,25.4,ISTC,Yes
148840259,2023-01-07 00:34:08,13.61,25.4,ISTC,Yes
148840291,2023-01-07 00:34:38,13.6,25.4,ISTC,Yes
148840324,2023-01-07 00:35:08,13.6,25.1,ISTC,Yes
148840355,2023-01-07 00:35:38,13.6,25.4,ISTC,Yes
148840385,2023-01-07 00:36:08,13.61,25.4,ISTC,Yes
148840422,2023-01-07 00:36:38,13.62,25.4,ISTC,Yes
148840451,2023-01-07 00:37:08,13.62,25.4,ISTC,Yes
148840481,2023-01-07 00:37:38,13.62,25.1,ISTC,Yes
148840516,2023-01-07 00:38:08,13.62,25.4,ISTC,Yes
148840549,2023-01-07 00:38:38,13.62,25.4,ISTC,Yes
148840580,2023-01-07 00:39:08,13.62,25.1,ISTC,Yes
148840614,2023-01-07 00:39:38,13.62,25.1,ISTC,Yes
148840644,2023-01-07 00:40:08,13.63,25.1,ISTC,Yes
148840676,2023-01-07 00:40:38,13.64,25.1,ISTC,Yes
148840706,2023-01-07 00:41:08,13.64,25.1,ISTC,Yes
148840738,2023-01-07 00:41:38,13.64,25.1,ISTC,Yes
148840768,2023-01-07 00:42:08,13.65,25.1,ISTC,Yes
148840800,2023-01-07 00:42:38,13.65,25.1,ISTC,Yes
148840831,2023-01-07 00:43:08,13.65,25.1,ISTC,Yes
148840862,2023-01-07 00:43:38,13.65,25.1,ISTC,Yes
148840893,2023-01-07 00:44:08,13.66,25.1,ISTC,Yes
148840924,2023-01-07 00:44:38,13.66,25.1,ISTC,Yes
148840955,2023-01-07 00:45:08,13.66,25.1,ISTC,Yes
148840997,2023-01-07 00:45:38,13.66,25.1,ISTC,Yes
