id,received_adjusted,nsb,temperature,device_code,full_moon
148480224,2023-01-03 00:00:07,18.45,23.5,ISTC,No
148480257,2023-01-03 00:00:37,18.45,23.5,ISTC,No
148480289,2023-01-03 00:01:07,18.46,23.5,ISTC,No
148480321,2023-01-03 00:01:37,18.47,23.5,ISTC,No
148480354,2023-01-03 00:02:07,18.48,23.5,ISTC,No
148480386,2023-01-03 00:02:37,18.49,23.5,ISTC,No
148480419,2023-01-03 00:03:07,18.49,23.5,ISTC,No
148480451,2023-01-03 00:03:37,18.5,23.5,ISTC,No
148480484,2023-01-03 00:04:07,18.51,23.2,ISTC,No
148480517,2023-01-03 00:04:37,18.52,23.5,ISTC,No
148480549,2023-01-03 00:05:07,18.54,23.2,ISTC,No
148480581,2023-01-03 00:05:37,18.54,23.5,ISTC,No
148480614,2023-01-03 00:06:07,18.55,23.2,ISTC,No
148480646,2023-01-03 00:06:37,18.56,23.5,ISTC,No
148480678,2023-01-03 00:07:07,18.56,23.5,ISTC,No
148480711,2023-01-03 00:07:37,18.56,23.2,ISTC,No
148480745,2023-01-03 00:08:07,18.57,23.5,ISTC,No
148480777,2023-01-03 00:08:37,18.58,23.2,ISTC,No
148480809,2023-01-03 00:09:07,18.58,23.2,ISTC,No
148480842,2023-01-03 00:09:37,18.58,23.2,ISTC,No
148480875,2023-01-03 00:10:07,18.58,23.2,ISTC,No
148480907,2023-01-03 00:10:37,18.59,23.2,ISTC,No
148480939,2023-01-03 00:11:07,18.6,23.2,ISTC,No
148480971,2023-01-03 00:11:37,18.61,23.2,ISTC,No
148481004,2023-01-03 00:12:07,18.62,23.2,ISTC,No
148481036,2023-01-03 00:12:37,18.62,23.2,ISTC,No
148481069,2023-01-03 00:13:07,18.63,23.2,ISTC,No
148481101,2023-01-03 00:13:37,18.64,23.2,ISTC,No
148481133,2023-01-03 00:14:07,18.65,23.2,ISTC,No
148481166,2023-01-03 00:14:37,18.65,23.2,ISTC,No
148481197,2023-01-03 00:15:07,18.66,23.2,ISTC,No
148481228,2023-01-03 00:15:37,18.66,23.2,ISTC,No
148481260,2023-01-03 00:16:07,18.67,23.2,ISTC,No
148481291,2023-01-03 00:16:37,18.68,23.2,ISTC,No
148481322,2023-01-03 00:17:07,18.68,23.2,ISTC,No
148481353,2023-01-03 00:17:37,18.69,23.2,ISTC,No
148481386,2023-01-03 00:18:07,18.7,23.2,ISTC,No
148481417,2023-01-03 00:18:37,18.7,23.2,ISTC,No
148481448,2023-01-03 00:19:07,18.7,23.2,ISTC,No
148481480,2023-01-03 00:19:37,18.7,23.2,ISTC,No
148481511,2023-01-03 00:20:07,18.7,23.2,ISTC,No
148481543,2023-01-03 00:20:37,18.71,23.2,ISTC,No
148481574,2023-01-03 00:21:07,18.71,23.2,ISTC,No
148481605,2023-01-03 00:21:37,18.72,23.2,ISTC,No
148481637,2023-01-03 00:22:07,18.72,23.2,ISTC,No
148481668,2023-01-03 00:22:37,18.72,23.2,ISTC,No
