id,received_adjusted,nsb,temperature,device_code,full_moon
148328132,2023-01-01 18:00:06,7.89,30.6,ISTC,No
148328165,2023-01-01 18:00:36,7.96,30.2,ISTC,No
148328200,2023-01-01 18:01:06,8.03,30.2,ISTC,No
148328233,2023-01-01 18:01:36,8.1,30.2,ISTC,No
148328267,2023-01-01 18:02:06,8.17,30.2,ISTC,No
148328300,2023-01-01 18:02:36,8.26,30.2,ISTC,No
148328334,2023-01-01 18:03:06,8.33,30.2,ISTC,No
148328367,2023-01-01 18:03:36,8.41,30.2,ISTC,No
148328400,2023-01-01 18:04:06,8.5,29.9,ISTC,No
148328433,2023-01-01 18:04:36,8.58,29.9,ISTC,No
148328467,2023-01-01 18:05:06,8.67,29.9,ISTC,No
148328502,2023-01-01 18:05:36,8.77,29.9,ISTC,No
148328535,2023-01-01 18:06:06,8.87,29.9,ISTC,No
148328568,2023-01-01 18:06:36,8.97,29.9,ISTC,No
148328601,2023-01-01 18:07:06,9.08,29.9,ISTC,No
148328634,2023-01-01 18:07:36,9.19,29.9,ISTC,No
148328667,2023-01-01 18:08:06,9.3,29.6,ISTC,No
148328701,2023-01-01 18:08:36,9.4,29.6,ISTC,No
148328735,2023-01-01 18:09:06,9.52,29.6,ISTC,No
148328767,2023-01-01 18:09:36,9.64,29.6,ISTC,No
148328802,2023-01-01 18:10:06,9.76,29.6,ISTC,No
148328835,2023-01-01 18:10:36,9.89,29.6,ISTC,No
148328869,2023-01-01 18:11:06,10.02,29.6,ISTC,No
148328902,2023-01-01 18:11:36,10.14,29.6,ISTC,No
148328935,2023-01-01 18:12:06,10.27,29.6,ISTC,No
148328968,2023-01-01 18:12:36,10.4,29.6,ISTC,No
148329002,2023-01-01 18:13:06,10.53,29.6,ISTC,No
148329035,2023-01-01 18:13:36,10.67,29.3,ISTC,No
148329068,2023-01-01 18:14:06,10.8,29.6,ISTC,No
148329100,2023-01-01 18:14:36,10.93,29.3,ISTC,No
148329135,2023-01-01 18:15:06,11.06,29.3,ISTC,No
148329168,2023-01-01 18:15:36,11.19,29.3,ISTC,No
148329202,2023-01-01 18:16:06,11.32,29.3,ISTC,No
148329235,2023-01-01 18:16:36,11.44,29.3,ISTC,No
148329268,2023-01-01 18:17:06,11.57,29.3,ISTC,No
148329301,2023-01-01 18:17:36,11.69,29.3,ISTC,No
148329335,2023-01-01 18:18:06,11.82,29.3,ISTC,No
148329369,2023-01-01 18:18:36,11.95,29.3,ISTC,No
148329402,2023-01-01 18:19:06,12.08,29.0,ISTC,No
148329435,2023-01-01 18:19:36,12.2,29.0,ISTC,No
148329469,2023-01-01 18:20:06,12.34,29.0,ISTC,No
148329503,2023-01-01 18:20:36,12.47,29.0,ISTC,No
148329536,2023-01-01 18:21:06,12.6,29.0,ISTC,No
148329569,2023-01-01 18:21:36,12.74,29.0,ISTC,No
148329603,2023-01-01 18:22:06,12.88,29.0,ISTC,No
148329636,2023-01-01 18:22:36,13.01,29.0,ISTC,No
148329670,2023-01-01 18:23:06,13.14,29.0,ISTC,No
148329703,2023-01-01 18:23:36,13.28,28.6,ISTC,No
148329736,2023-01-01 18:24:06,13.42,29.0,ISTC,No
148329769,2023-01-01 18:24:36,13.55,28.6,ISTC,No
148329803,2023-01-01 18:25:06,13.69,29.0,ISTC,No
